Order_ID,Order_Date,Customer,State,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales,Profit,Payment_Method,Year,Month,Month_Name,Year_Month,Profit_Margin,Discount_Amount
ORD10941,2025-01-07,Customer_023,Tamil Nadu,Home & Kitchen,Dinner Set,2,1618,5,3074.2,719.06,Net Banking,2025,1,January,2025-01,23.390150283000455,161.8
ORD10226,2025-01-08,Customer_150,Kerala,Furniture,Bookshelf,1,9748,0,9748.0,1764.59,Credit Card,2025,1,January,2025-01,18.102072219942553,0.0
ORD10018,2025-01-10,Customer_009,Karnataka,Home & Kitchen,Cookware Set,3,5025,5,14321.25,1403.46,UPI,2025,1,January,2025-01,9.799842890809114,753.75
ORD10816,2025-01-10,Customer_087,Andhra Pradesh,Electronics,Monitor,5,24493,0,122465.0,19392.67,Cash,2025,1,January,2025-01,15.83527538480382,0.0
ORD10341,2025-01-11,Customer_046,Delhi,Clothing,Shoes,2,6158,5,11700.2,2086.66,UPI,2025,1,January,2025-01,17.834395993230885,615.8
ORD10211,2025-01-12,Customer_134,Maharashtra,Clothing,Backpack,5,2728,0,13640.0,1184.27,Net Banking,2025,1,January,2025-01,8.68233137829912,0.0
ORD10038,2025-01-13,Customer_014,Tamil Nadu,Electronics,Laptop,4,70188,0,280752.0,64755.7,Net Banking,2025,1,January,2025-01,23.065089473984155,0.0
ORD10707,2025-01-13,Customer_098,Kerala,Home & Kitchen,Mixer,3,4724,5,13463.4,3105.32,UPI,2025,1,January,2025-01,23.06490188213973,708.6
ORD10566,2025-01-14,Customer_191,Telangana,Furniture,Desk,5,24108,0,120540.0,23381.61,Cash,2025,1,January,2025-01,19.397386759581885,0.0
ORD10874,2025-01-14,Customer_139,Kerala,Electronics,Mobile,4,25379,0,101516.0,14075.48,Net Banking,2025,1,January,2025-01,13.865282320028369,0.0
ORD10075,2025-01-14,Customer_185,Maharashtra,Electronics,Laptop,2,57763,10,103973.4,15391.82,Net Banking,2025,1,January,2025-01,14.803613231845839,11552.6
ORD10195,2025-01-14,Customer_107,Karnataka,Clothing,Jeans,1,2285,20,1828.0,236.19,Debit Card,2025,1,January,2025-01,12.920678336980307,457.0
ORD10322,2025-01-16,Customer_087,Maharashtra,Electronics,Laptop,4,58395,10,210222.0,28072.23,Credit Card,2025,1,January,2025-01,13.353611895995662,23358.0
ORD10756,2025-01-16,Customer_116,Maharashtra,Furniture,Sofa,2,45154,0,90308.0,21183.81,Debit Card,2025,1,January,2025-01,23.457290605483458,0.0
ORD10923,2025-01-16,Customer_089,Delhi,Electronics,Monitor,5,21867,0,109335.0,15170.07,Debit Card,2025,1,January,2025-01,13.874852517492112,0.0
ORD10549,2025-01-17,Customer_116,Kerala,Furniture,Table,4,13094,20,41900.8,9350.92,Net Banking,2025,1,January,2025-01,22.316805407056666,10475.2
ORD10639,2025-01-17,Customer_101,Andhra Pradesh,Furniture,Office Chair,5,17737,5,84250.75,17371.34,Credit Card,2025,1,January,2025-01,20.618617638418648,4434.25
ORD10160,2025-01-18,Customer_072,Kerala,Home & Kitchen,Cookware Set,3,2949,15,7519.95,1063.19,Cash,2025,1,January,2025-01,14.138258897997993,1327.05
ORD10259,2025-01-18,Customer_192,Delhi,Home & Kitchen,Cookware Set,2,2955,5,5614.5,1082.76,Net Banking,2025,1,January,2025-01,19.285065455516964,295.5
ORD10169,2025-01-19,Customer_170,Andhra Pradesh,Clothing,Shoes,2,6382,0,12764.0,1584.92,Credit Card,2025,1,January,2025-01,12.417110623628957,0.0
ORD10210,2025-01-19,Customer_113,Tamil Nadu,Electronics,Laptop,3,47044,10,127018.8,27832.95,Net Banking,2025,1,January,2025-01,21.912464926451833,14113.2
ORD10519,2025-01-19,Customer_198,Tamil Nadu,Home & Kitchen,Air Fryer,5,7732,10,34794.0,6725.98,Debit Card,2025,1,January,2025-01,19.33086164281198,3866.0
ORD10463,2025-01-19,Customer_019,Maharashtra,Furniture,Sofa,1,17352,5,16484.4,3514.31,UPI,2025,1,January,2025-01,21.319004634684912,867.6
ORD10552,2025-01-19,Customer_146,Kerala,Home & Kitchen,Air Fryer,1,7119,0,7119.0,775.12,Cash,2025,1,January,2025-01,10.88804607388678,0.0
ORD10235,2025-01-20,Customer_151,Maharashtra,Home & Kitchen,Cookware Set,5,2978,15,12656.5,1514.56,Cash,2025,1,January,2025-01,11.966657448741753,2233.5
ORD10975,2025-01-21,Customer_033,Telangana,Home & Kitchen,Mixer,3,5160,5,14706.0,1898.91,Cash,2025,1,January,2025-01,12.9124847001224,774.0
ORD10792,2025-01-21,Customer_183,Delhi,Home & Kitchen,Cookware Set,5,4161,0,20805.0,4323.49,Credit Card,2025,1,January,2025-01,20.781014179283826,0.0
ORD10514,2025-01-25,Customer_092,Maharashtra,Furniture,Sofa,5,41421,10,186394.5,16799.7,Credit Card,2025,1,January,2025-01,9.012980533223889,20710.5
ORD10266,2025-01-25,Customer_067,Andhra Pradesh,Furniture,Bookshelf,4,7697,10,27709.2,2543.62,Credit Card,2025,1,January,2025-01,9.179694830597779,3078.8
ORD10342,2025-01-26,Customer_158,Telangana,Home & Kitchen,Bottle,3,1441,15,3674.55,727.13,UPI,2025,1,January,2025-01,19.788273394021036,648.45
ORD10830,2025-01-26,Customer_139,Telangana,Home & Kitchen,Bottle,4,922,0,3688.0,324.63,UPI,2025,1,January,2025-01,8.802331887201735,0.0
ORD10592,2025-01-27,Customer_090,Tamil Nadu,Home & Kitchen,Bottle,1,1388,20,1110.4,276.19,Net Banking,2025,1,January,2025-01,24.87301873198847,277.6
ORD10404,2025-01-28,Customer_185,Andhra Pradesh,Electronics,Monitor,2,12267,5,23307.3,3361.67,Credit Card,2025,1,January,2025-01,14.42324936822369,1226.7
ORD10950,2025-01-28,Customer_031,Andhra Pradesh,Electronics,Mobile,2,20199,5,38378.1,4142.1,Net Banking,2025,1,January,2025-01,10.79287406098791,2019.9
ORD10785,2025-01-29,Customer_107,Delhi,Furniture,Sofa,5,23016,0,115080.0,15311.5,Debit Card,2025,1,January,2025-01,13.305092109836636,0.0
ORD10487,2025-01-30,Customer_088,Tamil Nadu,Clothing,Jeans,1,2827,0,2827.0,535.64,Net Banking,2025,1,January,2025-01,18.947293951185003,0.0
ORD10859,2025-01-31,Customer_085,Karnataka,Furniture,Office Chair,3,16594,15,42314.7,6422.22,UPI,2025,1,January,2025-01,15.17727881799942,7467.3
ORD10010,2025-02-01,Customer_069,Delhi,Furniture,Bookshelf,1,11087,0,11087.0,1555.43,Credit Card,2025,2,February,2025-02,14.02931361053486,0.0
ORD10027,2025-02-01,Customer_120,Maharashtra,Furniture,Table,2,8135,5,15456.5,3410.34,UPI,2025,2,February,2025-02,22.064115420696794,813.5
ORD10957,2025-02-05,Customer_043,Telangana,Home & Kitchen,Bottle,2,1053,20,1684.8,189.24,Net Banking,2025,2,February,2025-02,11.232193732193734,421.2
ORD10453,2025-02-06,Customer_153,Delhi,Furniture,Desk,5,24800,15,105400.0,19105.39,Debit Card,2025,2,February,2025-02,18.1265559772296,18600.0
ORD10600,2025-02-07,Customer_139,Tamil Nadu,Furniture,Desk,2,14068,15,23915.6,2648.69,Debit Card,2025,2,February,2025-02,11.075155965144091,4220.4
ORD10782,2025-02-08,Customer_002,Telangana,Clothing,Jacket,5,5548,10,24966.0,4737.88,Net Banking,2025,2,February,2025-02,18.977329167668028,2774.0
ORD10939,2025-02-08,Customer_140,Karnataka,Furniture,Office Chair,1,16617,0,16617.0,2393.97,Debit Card,2025,2,February,2025-02,14.406752121321537,0.0
ORD10257,2025-02-08,Customer_070,Tamil Nadu,Clothing,Jeans,3,4000,5,11400.0,1250.47,Cash,2025,2,February,2025-02,10.969035087719298,600.0
ORD10977,2025-02-08,Customer_042,Karnataka,Home & Kitchen,Air Fryer,5,11618,0,58090.0,8531.36,Credit Card,2025,2,February,2025-02,14.686452057152696,0.0
ORD10336,2025-02-09,Customer_123,Kerala,Home & Kitchen,Dinner Set,2,2866,0,5732.0,1123.31,Debit Card,2025,2,February,2025-02,19.597173761339846,0.0
ORD10714,2025-02-09,Customer_185,Kerala,Home & Kitchen,Dinner Set,1,1928,0,1928.0,390.28,UPI,2025,2,February,2025-02,20.24273858921162,0.0
ORD10051,2025-02-10,Customer_057,Maharashtra,Clothing,Jacket,4,3083,0,12332.0,2732.75,Net Banking,2025,2,February,2025-02,22.15982808952319,0.0
ORD10886,2025-02-11,Customer_056,Maharashtra,Electronics,Headphones,1,9350,5,8882.5,1803.9,Credit Card,2025,2,February,2025-02,20.308471714044472,467.5
ORD10372,2025-02-11,Customer_180,Kerala,Home & Kitchen,Dinner Set,5,3467,10,15601.5,3076.35,Cash,2025,2,February,2025-02,19.718296317661764,1733.5
ORD10473,2025-02-11,Customer_161,Andhra Pradesh,Clothing,T-Shirt,3,1877,10,5067.9,850.23,Credit Card,2025,2,February,2025-02,16.77677144379329,563.1
ORD10546,2025-02-11,Customer_025,Delhi,Home & Kitchen,Mixer,3,6677,15,17026.35,3230.7,Net Banking,2025,2,February,2025-02,18.974706851439095,3004.65
ORD10295,2025-02-11,Customer_095,Andhra Pradesh,Furniture,Office Chair,2,16196,20,25913.6,2665.94,Net Banking,2025,2,February,2025-02,10.287802543837985,6478.4
ORD10012,2025-02-12,Customer_106,Telangana,Clothing,Jeans,1,1675,0,1675.0,248.81,Net Banking,2025,2,February,2025-02,14.854328358208955,0.0
ORD10804,2025-02-12,Customer_033,Karnataka,Electronics,Laptop,5,64611,10,290749.5,25910.99,Credit Card,2025,2,February,2025-02,8.911791765764,32305.5
ORD10444,2025-02-13,Customer_060,Kerala,Home & Kitchen,Dinner Set,1,3532,0,3532.0,606.97,UPI,2025,2,February,2025-02,17.18488108720272,0.0
ORD10649,2025-02-14,Customer_067,Andhra Pradesh,Home & Kitchen,Dinner Set,3,3368,0,10104.0,1856.29,Cash,2025,2,February,2025-02,18.371832937450513,0.0
ORD10457,2025-02-14,Customer_057,Telangana,Furniture,Table,5,9619,0,48095.0,8643.93,Cash,2025,2,February,2025-02,17.97261669612226,0.0
ORD10912,2025-02-15,Customer_007,Andhra Pradesh,Electronics,Laptop,2,53811,5,102240.9,16187.26,UPI,2025,2,February,2025-02,15.83247017582983,5381.1
ORD10103,2025-02-15,Customer_058,Tamil Nadu,Furniture,Office Chair,4,13915,20,44528.0,5332.15,UPI,2025,2,February,2025-02,11.974824829320877,11132.0
ORD10794,2025-02-15,Customer_101,Kerala,Home & Kitchen,Air Fryer,2,7851,0,15702.0,3780.69,Credit Card,2025,2,February,2025-02,24.07776079480321,0.0
ORD10587,2025-02-16,Customer_132,Kerala,Furniture,Desk,5,10208,5,48488.0,11482.63,Net Banking,2025,2,February,2025-02,23.681385084969474,2552.0
ORD10837,2025-02-16,Customer_038,Telangana,Clothing,Jeans,1,3976,0,3976.0,519.69,Net Banking,2025,2,February,2025-02,13.070674044265596,0.0
ORD10942,2025-02-18,Customer_200,Maharashtra,Electronics,Monitor,5,23122,0,115610.0,18937.23,Net Banking,2025,2,February,2025-02,16.38026987284837,0.0
ORD10100,2025-02-18,Customer_077,Kerala,Electronics,Mobile,5,44602,5,211859.5,40781.3,UPI,2025,2,February,2025-02,19.24921941192158,11150.5
ORD10742,2025-02-18,Customer_189,Telangana,Furniture,Desk,5,13935,0,69675.0,13530.22,UPI,2025,2,February,2025-02,19.419045568711876,0.0
ORD10821,2025-02-18,Customer_084,Andhra Pradesh,Clothing,T-Shirt,3,1018,0,3054.0,679.84,Debit Card,2025,2,February,2025-02,22.260641781270465,0.0
ORD10488,2025-02-18,Customer_085,Karnataka,Home & Kitchen,Mixer,5,3803,15,16162.75,2339.75,Credit Card,2025,2,February,2025-02,14.476187529968602,2852.25
ORD10806,2025-02-20,Customer_032,Tamil Nadu,Home & Kitchen,Dinner Set,4,4758,15,16177.2,2601.79,Net Banking,2025,2,February,2025-02,16.083067527136958,2854.8
ORD10427,2025-02-20,Customer_128,Karnataka,Electronics,Laptop,5,52069,5,247327.75,39859.53,Cash,2025,2,February,2025-02,16.116076744320036,13017.25
ORD10248,2025-02-20,Customer_153,Tamil Nadu,Electronics,Headphones,4,4736,0,18944.0,2584.63,Net Banking,2025,2,February,2025-02,13.64352829391892,0.0
ORD10166,2025-02-20,Customer_083,Telangana,Electronics,Monitor,1,24432,0,24432.0,4850.19,Cash,2025,2,February,2025-02,19.851792730844792,0.0
ORD10670,2025-02-21,Customer_082,Maharashtra,Clothing,Backpack,1,3259,0,3259.0,549.58,Cash,2025,2,February,2025-02,16.863455047560603,0.0
ORD10743,2025-02-21,Customer_199,Tamil Nadu,Furniture,Bookshelf,4,9093,0,36372.0,7419.26,Net Banking,2025,2,February,2025-02,20.398273397118665,0.0
ORD10472,2025-02-24,Customer_073,Andhra Pradesh,Home & Kitchen,Dinner Set,3,3946,15,10062.3,1498.5,Net Banking,2025,2,February,2025-02,14.892221460302318,1775.7
ORD10530,2025-02-24,Customer_182,Telangana,Furniture,Sofa,2,44535,10,80163.0,11629.51,UPI,2025,2,February,2025-02,14.507328817534274,8907.0
ORD10683,2025-02-25,Customer_057,Tamil Nadu,Clothing,Shoes,5,5949,5,28257.75,3129.08,UPI,2025,2,February,2025-02,11.073351558422026,1487.25
ORD10026,2025-02-25,Customer_134,Tamil Nadu,Furniture,Bookshelf,4,4898,15,16653.2,1776.2,UPI,2025,2,February,2025-02,10.66581798092859,2938.8
ORD10954,2025-02-25,Customer_133,Karnataka,Home & Kitchen,Mixer,1,7658,0,7658.0,773.87,Cash,2025,2,February,2025-02,10.105379994776705,0.0
ORD10518,2025-02-26,Customer_003,Kerala,Furniture,Desk,4,16485,20,52752.0,6253.82,UPI,2025,2,February,2025-02,11.855133454655748,13188.0
ORD10568,2025-02-26,Customer_031,Karnataka,Home & Kitchen,Bottle,3,779,10,2103.3,315.15,Net Banking,2025,2,February,2025-02,14.983597204393096,233.7
ORD10304,2025-02-26,Customer_152,Tamil Nadu,Furniture,Office Chair,2,9615,10,17307.0,1732.38,Debit Card,2025,2,February,2025-02,10.009707054948866,1923.0
ORD10255,2025-02-26,Customer_120,Kerala,Electronics,Mobile,4,22332,10,80395.2,12259.28,UPI,2025,2,February,2025-02,15.248771070909708,8932.8
ORD10267,2025-02-26,Customer_139,Karnataka,Home & Kitchen,Air Fryer,5,9926,0,49630.0,4728.7,UPI,2025,2,February,2025-02,9.527906508160386,0.0
ORD10713,2025-02-26,Customer_026,Tamil Nadu,Electronics,Mobile,4,46716,5,177520.8,44288.14,Debit Card,2025,2,February,2025-02,24.94814128823214,9343.2
ORD10491,2025-02-27,Customer_144,Karnataka,Home & Kitchen,Dinner Set,3,2134,10,5761.8,1344.85,Net Banking,2025,2,February,2025-02,23.340796278940605,640.2
ORD10888,2025-02-27,Customer_129,Telangana,Furniture,Table,1,15033,0,15033.0,2302.92,Net Banking,2025,2,February,2025-02,15.319097984434245,0.0
ORD10857,2025-02-27,Customer_149,Delhi,Clothing,Jacket,3,2779,15,7086.45,1284.15,UPI,2025,2,February,2025-02,18.121203141206106,1250.55
ORD10988,2025-02-28,Customer_114,Delhi,Home & Kitchen,Mixer,2,6922,5,13151.8,2275.23,UPI,2025,2,February,2025-02,17.29976124941073,692.2
ORD10418,2025-02-28,Customer_076,Delhi,Furniture,Table,2,15951,10,28711.8,5516.9,UPI,2025,2,February,2025-02,19.2147479433543,3190.2
ORD10460,2025-03-03,Customer_093,Karnataka,Clothing,Jeans,5,2501,5,11879.75,1913.38,Net Banking,2025,3,March,2025-03,16.106231191733833,625.25
ORD10396,2025-03-04,Customer_057,Tamil Nadu,Home & Kitchen,Mixer,1,7999,5,7599.05,1584.88,Credit Card,2025,3,March,2025-03,20.856291246932184,399.95
ORD10784,2025-03-05,Customer_006,Delhi,Home & Kitchen,Cookware Set,4,3315,10,11934.0,1198.08,Net Banking,2025,3,March,2025-03,10.03921568627451,1326.0
ORD10726,2025-03-07,Customer_112,Tamil Nadu,Electronics,Headphones,2,4607,15,7831.9,944.85,Debit Card,2025,3,March,2025-03,12.064122371327521,1382.1
ORD10974,2025-03-07,Customer_091,Kerala,Clothing,Shoes,3,4337,5,12360.45,1585.99,Cash,2025,3,March,2025-03,12.831167150063305,650.55
ORD10694,2025-03-07,Customer_042,Kerala,Home & Kitchen,Bottle,1,624,0,624.0,68.15,Credit Card,2025,3,March,2025-03,10.921474358974361,0.0
ORD10795,2025-03-07,Customer_188,Maharashtra,Electronics,Headphones,4,4253,15,14460.2,1926.05,UPI,2025,3,March,2025-03,13.319663628442205,2551.8
ORD10894,2025-03-08,Customer_035,Delhi,Electronics,Mobile,3,23185,15,59121.75,11953.36,Credit Card,2025,3,March,2025-03,20.218210726170994,10433.25
ORD10131,2025-03-09,Customer_011,Telangana,Home & Kitchen,Cookware Set,4,1959,0,7836.0,1359.37,UPI,2025,3,March,2025-03,17.34775395610005,0.0
ORD10623,2025-03-09,Customer_048,Telangana,Clothing,Shoes,5,3515,0,17575.0,4034.03,UPI,2025,3,March,2025-03,22.953229018492177,0.0
ORD10967,2025-03-09,Customer_167,Maharashtra,Electronics,Headphones,2,3217,10,5790.6,967.05,Credit Card,2025,3,March,2025-03,16.700341933478395,643.4
ORD10354,2025-03-09,Customer_094,Kerala,Home & Kitchen,Bottle,2,1404,5,2667.6,598.86,Debit Card,2025,3,March,2025-03,22.44939271255061,140.4
ORD10406,2025-03-10,Customer_182,Karnataka,Home & Kitchen,Cookware Set,5,4764,10,21438.0,2951.62,UPI,2025,3,March,2025-03,13.768168672450788,2382.0
ORD10174,2025-03-10,Customer_033,Delhi,Home & Kitchen,Air Fryer,3,11079,0,33237.0,4982.95,Cash,2025,3,March,2025-03,14.992177392664802,0.0
ORD10490,2025-03-10,Customer_091,Delhi,Electronics,Monitor,2,14004,15,23806.8,4330.66,Net Banking,2025,3,March,2025-03,18.190853033587043,4201.2
ORD10727,2025-03-11,Customer_153,Maharashtra,Clothing,Backpack,2,1322,20,2115.2,441.8,Cash,2025,3,March,2025-03,20.886913767019667,528.8
ORD10254,2025-03-11,Customer_131,Telangana,Electronics,Headphones,3,8616,0,25848.0,4842.2,Net Banking,2025,3,March,2025-03,18.73336428350356,0.0
ORD10737,2025-03-11,Customer_139,Karnataka,Home & Kitchen,Bottle,5,1323,15,5622.75,1181.88,Debit Card,2025,3,March,2025-03,21.019607843137255,992.25
ORD10120,2025-03-12,Customer_057,Telangana,Electronics,Monitor,5,18794,10,84573.0,11171.55,UPI,2025,3,March,2025-03,13.209357596396012,9397.0
ORD10376,2025-03-12,Customer_020,Maharashtra,Home & Kitchen,Cookware Set,3,3620,0,10860.0,2526.57,UPI,2025,3,March,2025-03,23.264917127071826,0.0
ORD10167,2025-03-12,Customer_128,Telangana,Home & Kitchen,Air Fryer,3,6810,5,19408.5,2190.91,Net Banking,2025,3,March,2025-03,11.288404565010175,1021.5
ORD10878,2025-03-14,Customer_177,Maharashtra,Furniture,Desk,3,7072,5,20155.2,2364.97,Net Banking,2025,3,March,2025-03,11.733795745018654,1060.8
ORD10982,2025-03-14,Customer_151,Maharashtra,Home & Kitchen,Bottle,5,1039,15,4415.75,586.2,UPI,2025,3,March,2025-03,13.275208062050615,779.25
ORD10074,2025-03-14,Customer_131,Maharashtra,Furniture,Bookshelf,4,3587,0,14348.0,3457.13,UPI,2025,3,March,2025-03,24.094856425982716,0.0
ORD10890,2025-03-14,Customer_118,Kerala,Electronics,Laptop,5,61241,10,275584.5,46052.04,Net Banking,2025,3,March,2025-03,16.71067857589959,30620.5
ORD10659,2025-03-15,Customer_135,Tamil Nadu,Home & Kitchen,Air Fryer,3,4182,10,11291.4,1451.58,Cash,2025,3,March,2025-03,12.85562463467772,1254.6
ORD10024,2025-03-15,Customer_153,Maharashtra,Home & Kitchen,Cookware Set,3,1758,15,4482.9,659.86,Debit Card,2025,3,March,2025-03,14.719489616096727,791.1
ORD10044,2025-03-15,Customer_102,Telangana,Home & Kitchen,Air Fryer,2,6591,0,13182.0,2740.64,Credit Card,2025,3,March,2025-03,20.790775299651038,0.0
ORD10371,2025-03-16,Customer_133,Karnataka,Home & Kitchen,Dinner Set,5,2681,0,13405.0,2207.56,Net Banking,2025,3,March,2025-03,16.468183513614324,0.0
ORD10932,2025-03-16,Customer_028,Telangana,Home & Kitchen,Mixer,3,2856,10,7711.2,933.04,Net Banking,2025,3,March,2025-03,12.09980288411661,856.8
ORD10582,2025-03-17,Customer_154,Tamil Nadu,Electronics,Monitor,5,24906,15,105850.5,11689.64,UPI,2025,3,March,2025-03,11.043537819849693,18679.5
ORD10818,2025-03-17,Customer_199,Tamil Nadu,Clothing,T-Shirt,2,1164,5,2211.6,488.82,Cash,2025,3,March,2025-03,22.10255018990776,116.4
ORD10485,2025-03-19,Customer_196,Andhra Pradesh,Electronics,Headphones,3,5931,10,16013.7,1640.93,Cash,2025,3,March,2025-03,10.247038473307231,1779.3
ORD10653,2025-03-19,Customer_066,Karnataka,Clothing,Jacket,5,4628,10,20826.0,3149.87,UPI,2025,3,March,2025-03,15.124699894362815,2314.0
ORD10152,2025-03-19,Customer_073,Karnataka,Clothing,T-Shirt,2,653,0,1306.0,222.14,Net Banking,2025,3,March,2025-03,17.00918836140888,0.0
ORD10140,2025-03-20,Customer_044,Maharashtra,Electronics,Mobile,5,29761,0,148805.0,14316.73,Debit Card,2025,3,March,2025-03,9.621135042505292,0.0
ORD10004,2025-03-20,Customer_081,Telangana,Clothing,Backpack,4,2250,10,8100.0,1223.13,Debit Card,2025,3,March,2025-03,15.100370370370372,900.0
ORD10085,2025-03-20,Customer_179,Telangana,Clothing,Jeans,2,2898,10,5216.4,577.98,Net Banking,2025,3,March,2025-03,11.080055210489995,579.6
ORD10430,2025-03-21,Customer_188,Karnataka,Home & Kitchen,Mixer,2,2942,15,5001.4,741.45,UPI,2025,3,March,2025-03,14.824849042268168,882.6
ORD10510,2025-03-21,Customer_148,Karnataka,Furniture,Desk,1,16238,10,14614.2,1716.92,Debit Card,2025,3,March,2025-03,11.748299599020132,1623.8
ORD10557,2025-03-22,Customer_072,Karnataka,Home & Kitchen,Dinner Set,4,1880,0,7520.0,1059.45,Net Banking,2025,3,March,2025-03,14.08843085106383,0.0
ORD10212,2025-03-22,Customer_046,Kerala,Clothing,Backpack,5,2147,0,10735.0,2482.85,UPI,2025,3,March,2025-03,23.128551467163483,0.0
ORD10594,2025-03-23,Customer_075,Andhra Pradesh,Home & Kitchen,Mixer,1,2524,0,2524.0,577.07,Credit Card,2025,3,March,2025-03,22.86331220285262,0.0
ORD10753,2025-03-23,Customer_048,Karnataka,Furniture,Office Chair,4,17936,10,64569.6,8120.11,UPI,2025,3,March,2025-03,12.575747720289424,7174.4
ORD10072,2025-03-23,Customer_114,Karnataka,Furniture,Sofa,3,31087,5,88597.95,17195.61,Cash,2025,3,March,2025-03,19.40858676752679,4663.05
ORD10899,2025-03-23,Customer_087,Kerala,Clothing,T-Shirt,5,776,0,3880.0,345.91,Net Banking,2025,3,March,2025-03,8.91520618556701,0.0
ORD10865,2025-03-25,Customer_141,Karnataka,Home & Kitchen,Bottle,3,1413,10,3815.1,602.27,Debit Card,2025,3,March,2025-03,15.786480039841683,423.9
ORD10170,2025-03-25,Customer_157,Delhi,Furniture,Table,4,6990,10,25164.0,5803.69,Debit Card,2025,3,March,2025-03,23.063463678270544,2796.0
ORD10447,2025-03-25,Customer_029,Tamil Nadu,Clothing,T-Shirt,2,669,5,1271.1,297.9,Debit Card,2025,3,March,2025-03,23.436393674769885,66.9
ORD10706,2025-03-25,Customer_049,Andhra Pradesh,Electronics,Headphones,4,10298,5,39132.4,4153.64,Credit Card,2025,3,March,2025-03,10.614324702803815,2059.6
ORD10486,2025-03-26,Customer_074,Andhra Pradesh,Furniture,Desk,4,15714,0,62856.0,9728.57,Debit Card,2025,3,March,2025-03,15.477551864579356,0.0
ORD10820,2025-03-26,Customer_054,Delhi,Electronics,Monitor,4,13025,15,44285.0,4336.31,Net Banking,2025,3,March,2025-03,9.791825674607656,7815.0
ORD10205,2025-03-26,Customer_154,Delhi,Home & Kitchen,Air Fryer,3,5299,5,15102.15,2977.31,Net Banking,2025,3,March,2025-03,19.714477739924448,794.85
ORD10243,2025-03-27,Customer_183,Maharashtra,Home & Kitchen,Mixer,1,4507,0,4507.0,395.04,Net Banking,2025,3,March,2025-03,8.765032172176616,0.0
ORD10754,2025-03-28,Customer_173,Kerala,Furniture,Office Chair,3,9424,0,28272.0,3216.43,Net Banking,2025,3,March,2025-03,11.376733163554045,0.0
ORD10139,2025-03-28,Customer_046,Delhi,Clothing,Shoes,3,3954,20,9489.6,2260.12,Debit Card,2025,3,March,2025-03,23.81680998145338,2372.4
ORD10625,2025-03-29,Customer_149,Andhra Pradesh,Electronics,Monitor,2,11092,10,19965.6,4962.66,Cash,2025,3,March,2025-03,24.856052410145452,2218.4
ORD10320,2025-03-29,Customer_137,Kerala,Furniture,Table,2,14651,20,23441.6,2832.94,Net Banking,2025,3,March,2025-03,12.085096580438197,5860.4
ORD10282,2025-03-29,Customer_173,Andhra Pradesh,Home & Kitchen,Dinner Set,5,2574,20,10296.0,1341.47,Credit Card,2025,3,March,2025-03,13.029040404040405,2574.0
ORD10313,2025-03-31,Customer_025,Tamil Nadu,Home & Kitchen,Cookware Set,3,5533,0,16599.0,2924.36,UPI,2025,3,March,2025-03,17.617687812518827,0.0
